year,wrkstat,marital,childs,age,educ,sex,race
1998,retired,widowed,4.0,65.0,12.0,female,white
1998,retired,widowed,1.0,77.0,12.0,female,white
1998,keeping house,married,1.0,39.0,12.0,female,white
1998,working full time,married,0.0,21.0,13.0,male,white
1998,retired,married,2.0,56.0,16.0,male,white
1998,working full time,married,2.0,46.0,14.0,male,white
1998,keeping house,married,2.0,30.0,12.0,female,white
1998,working full time,married,1.0,31.0,14.0,male,other
1998,retired,widowed,0.0,85.0,12.0,male,white
1998,working full time,married,2.0,34.0,13.0,male,white
1998,working full time,married,1.0,54.0,14.0,female,white
1998,retired,widowed,1.0,51.0,15.0,female,white
1998,retired,widowed,2.0,72.0,15.0,female,white
1998,retired,married,6.0,69.0,16.0,male,white
1998,keeping house,married,4.0,41.0,17.0,female,white
1998,working full time,married,2.0,48.0,12.0,male,white
1998,working full time,divorced,1.0,59.0,12.0,female,white
1998,working full time,married,3.0,54.0,12.0,male,white
1998,working full time,divorced,0.0,38.0,18.0,female,white
1998,working full time,married,2.0,46.0,19.0,female,white
1998,keeping house,married,2.0,84.0,12.0,female,white
1998,in school,divorced,2.0,31.0,13.0,female,white
1998,working part time,married,1.0,32.0,16.0,female,white
1998,keeping house,married,4.0,79.0,12.0,female,white
1998,retired,never married,0.0,58.0,18.0,male,white
1998,working full time,divorced,2.0,55.0,17.0,male,white
1998,retired,widowed,2.0,76.0,14.0,female,white
1998,working full time,divorced,1.0,50.0,14.0,male,white
1998,working full time,never married,0.0,27.0,16.0,female,white
1998,working full time,never married,0.0,21.0,14.0,male,white
1998,keeping house,married,2.0,41.0,13.0,female,white
1998,retired,widowed,1.0,82.0,12.0,male,white
1998,retired,married,2.0,65.0,13.0,male,white
1998,working full time,married,4.0,32.0,8.0,male,white
1998,keeping house,married,2.0,42.0,12.0,female,white
1998,working full time,married,4.0,55.0,8.0,male,white
1998,working full time,never married,1.0,25.0,12.0,male,white
1998,working full time,married,2.0,32.0,13.0,female,white
1998,retired,married,2.0,73.0,10.0,female,white
1998,working full time,married,2.0,50.0,12.0,female,white
1998,working full time,married,3.0,40.0,9.0,female,white
1998,working full time,separated,3.0,60.0,12.0,male,white
1998,keeping house,widowed,1.0,77.0,9.0,female,white
1998,working part time,married,1.0,35.0,13.0,male,white
1998,retired,widowed,3.0,60.0,19.0,female,white
1998,in school,married,1.0,42.0,20.0,female,white
1998,working full time,divorced,2.0,39.0,11.0,female,white
1998,working full time,never married,2.0,36.0,10.0,male,white
1998,working full time,never married,0.0,35.0,12.0,female,white
1998,retired,married,2.0,76.0,6.0,female,white
1998,working full time,married,6.0,36.0,12.0,male,black
1998,working part time,never married,0.0,29.0,11.0,female,black
1998,keeping house,widowed,5.0,81.0,4.0,female,black
1998,working part time,never married,0.0,23.0,13.0,male,black
1998,working full time,never married,0.0,45.0,13.0,female,white
1998,retired,married,2.0,74.0,14.0,male,white
1998,retired,married,2.0,71.0,14.0,female,white
1998,working full time,never married,0.0,43.0,12.0,male,white
1998,working part time,married,2.0,43.0,12.0,female,white
1998,working part time,never married,0.0,23.0,14.0,female,white
1998,working full time,married,3.0,35.0,12.0,female,white
1998,retired,widowed,1.0,74.0,12.0,female,white
1998,retired,widowed,2.0,72.0,10.0,female,white
1998,keeping house,widowed,4.0,69.0,8.0,female,white
1998,retired,widowed,4.0,87.0,11.0,female,white
1998,keeping house,widowed,0.0,87.0,15.0,female,white
1998,keeping house,widowed,4.0,67.0,10.0,female,white
1998,working part time,divorced,1.0,51.0,12.0,female,white
1998,keeping house,widowed,6.0,59.0,4.0,female,white
1998,keeping house,divorced,0.0,53.0,12.0,female,white
1998,in school,never married,0.0,21.0,14.0,male,white
1998,keeping house,married,2.0,33.0,11.0,female,white
1998,keeping house,separated,2.0,28.0,12.0,female,white
1998,keeping house,married,1.0,51.0,10.0,female,white
1998,keeping house,widowed,3.0,70.0,12.0,female,white
1998,keeping house,divorced,6.0,69.0,3.0,female,white
1998,keeping house,divorced,2.0,51.0,15.0,male,white
1998,keeping house,divorced,2.0,26.0,8.0,female,white
1998,working full time,married,1.0,43.0,11.0,female,white
1998,working full time,married,1.0,26.0,12.0,male,white
1998,keeping house,married,0.0,65.0,8.0,female,white
1998,other,widowed,2.0,21.0,10.0,male,other
1998,working full time,married,1.0,21.0,12.0,male,white
1998,working full time,married,2.0,37.0,18.0,female,white
1998,working full time,married,0.0,42.0,14.0,female,white
1998,working full time,married,2.0,44.0,14.0,male,white
1998,working part time,married,2.0,49.0,16.0,female,white
1998,keeping house,separated,2.0,56.0,12.0,female,white
1998,"unemployed, laid off, looking for work",widowed,2.0,51.0,11.0,female,white
1998,in school,never married,0.0,23.0,16.0,female,white
1998,working full time,married,1.0,48.0,14.0,male,white
1998,keeping house,married,3.0,42.0,14.0,female,white
1998,working full time,married,2.0,50.0,15.0,male,black
1998,retired,widowed,3.0,83.0,12.0,female,white
1998,retired,widowed,3.0,72.0,16.0,female,white
1998,working full time,married,2.0,35.0,15.0,female,black
1998,keeping house,married,4.0,48.0,13.0,female,white
1998,retired,married,2.0,72.0,14.0,female,white
1998,working full time,never married,0.0,35.0,14.0,female,white
1998,working full time,divorced,3.0,46.0,16.0,male,white
1998,working full time,divorced,2.0,51.0,13.0,male,white
1998,working full time,widowed,3.0,30.0,12.0,female,white
1998,retired,widowed,2.0,73.0,12.0,male,black
1998,working full time,married,1.0,58.0,12.0,female,white
1998,keeping house,married,3.0,38.0,10.0,female,white
1998,retired,married,3.0,67.0,12.0,male,white
1998,retired,widowed,5.0,75.0,11.0,female,white
1998,retired,divorced,5.0,73.0,7.0,male,white
1998,working full time,never married,0.0,21.0,13.0,female,white
1998,working full time,never married,0.0,19.0,12.0,male,white
1998,working full time,married,2.0,48.0,12.0,female,white
1998,keeping house,married,2.0,68.0,11.0,female,white
1998,working full time,married,2.0,43.0,17.0,male,black
1998,keeping house,married,2.0,38.0,12.0,female,white
1998,working full time,married,3.0,33.0,12.0,female,white
1998,"with a job, but not at work because of temporary illness, vacation, strike",married,1.0,41.0,13.0,female,white
1998,working full time,married,4.0,54.0,12.0,male,white
1998,working full time,divorced,1.0,44.0,18.0,female,white
1998,working full time,widowed,2.0,78.0,8.0,female,white
1998,working full time,divorced,1.0,35.0,19.0,male,white
1998,retired,divorced,4.0,74.0,16.0,male,white
1998,working full time,divorced,3.0,57.0,7.0,male,white
1998,keeping house,married,1.0,27.0,16.0,female,white
1998,working full time,married,5.0,57.0,20.0,male,white
1998,working full time,divorced,5.0,68.0,13.0,male,white
1998,keeping house,married,2.0,56.0,12.0,female,white
1998,working part time,married,2.0,56.0,10.0,female,white
1998,keeping house,married,2.0,34.0,8.0,female,white
1998,working part time,divorced,4.0,67.0,12.0,male,black
1998,working full time,married,1.0,40.0,16.0,female,black
1998,working full time,divorced,1.0,53.0,12.0,female,white
1998,working full time,married,1.0,33.0,15.0,male,white
1998,working full time,married,2.0,62.0,12.0,male,white
1998,retired,widowed,3.0,68.0,10.0,female,white
1998,working full time,divorced,2.0,28.0,12.0,male,white
1998,retired,widowed,4.0,70.0,12.0,female,white
1998,working full time,married,0.0,52.0,12.0,male,white
1998,working full time,never married,0.0,34.0,14.0,female,white
1998,retired,married,1.0,88.0,12.0,male,black
1998,retired,widowed,8.0,70.0,10.0,male,white
1998,"unemployed, laid off, looking for work",divorced,1.0,44.0,15.0,male,white
1998,working full time,married,2.0,41.0,18.0,female,white
1998,working part time,widowed,2.0,76.0,12.0,female,white
1998,working part time,separated,2.0,48.0,16.0,female,white
1998,working full time,never married,0.0,26.0,12.0,male,other
1998,working full time,separated,2.0,38.0,12.0,male,black
1998,working full time,widowed,0.0,47.0,12.0,female,white
1998,keeping house,widowed,2.0,75.0,15.0,female,white
1998,working full time,widowed,0.0,28.0,13.0,female,white
1998,working full time,married,1.0,26.0,12.0,male,white
1998,working full time,married,3.0,34.0,12.0,female,white
1998,working full time,divorced,0.0,40.0,12.0,male,white
1998,working full time,married,3.0,48.0,12.0,male,white
1998,keeping house,married,3.0,71.0,10.0,female,black
1998,working full time,separated,3.0,61.0,12.0,male,white
1998,working part time,divorced,0.0,45.0,13.0,male,white
1998,working full time,divorced,4.0,50.0,12.0,male,black
1998,keeping house,married,3.0,32.0,13.0,female,white
1998,retired,widowed,1.0,77.0,14.0,male,white
1998,working full time,married,3.0,47.0,13.0,male,white
1998,working full time,married,0.0,24.0,13.0,female,other
1998,working full time,married,2.0,49.0,18.0,female,white
1998,retired,married,2.0,68.0,12.0,female,white
1998,working full time,married,1.0,49.0,14.0,male,white
1998,retired,widowed,3.0,81.0,12.0,female,white
1998,working full time,married,1.0,49.0,14.0,female,white
1998,retired,married,3.0,65.0,12.0,male,white
1998,working full time,never married,0.0,49.0,12.0,male,white
1998,working full time,married,2.0,37.0,14.0,male,white
1998,working full time,married,3.0,30.0,12.0,female,white
1998,"unemployed, laid off, looking for work",married,3.0,48.0,13.0,male,white
1998,working full time,married,2.0,37.0,12.0,female,white
1998,working full time,separated,3.0,59.0,9.0,female,white
1998,working full time,married,2.0,73.0,14.0,female,white
1998,working full time,divorced,0.0,40.0,12.0,female,white
1998,retired,married,0.0,73.0,6.0,male,white
1998,working full time,never married,0.0,47.0,12.0,male,white
1998,working part time,never married,0.0,20.0,10.0,male,white
2000,working full time,never married,0.0,26.0,16.0,male,white
2000,working full time,divorced,2.0,48.0,15.0,female,white
2000,keeping house,widowed,5.0,67.0,13.0,female,white
2000,working full time,never married,1.0,39.0,14.0,female,white
2000,working full time,divorced,0.0,25.0,14.0,female,white
2000,working full time,married,0.0,25.0,12.0,female,white
2000,working full time,never married,0.0,36.0,14.0,male,white
2000,working full time,divorced,2.0,44.0,14.0,female,white
2000,working full time,married,1.0,44.0,18.0,male,white
2000,working full time,married,3.0,47.0,16.0,male,white
2000,working full time,married,1.0,53.0,18.0,female,white
2000,working full time,married,1.0,52.0,20.0,male,white
2000,working full time,married,1.0,52.0,12.0,male,white
2000,working full time,married,0.0,51.0,17.0,male,white
2000,"unemployed, laid off, looking for work",divorced,2.0,52.0,16.0,female,white
2000,working full time,married,4.0,40.0,16.0,male,black
2000,retired,widowed,1.0,77.0,15.0,male,white
2000,working full time,never married,0.0,44.0,12.0,male,white
2000,working full time,married,1.0,40.0,8.0,male,white
2000,in school,married,4.0,45.0,12.0,female,black
2000,working full time,married,2.0,48.0,16.0,male,white
2000,working full time,married,2.0,49.0,17.0,female,white
2000,in school,never married,0.0,19.0,11.0,male,white
2000,keeping house,widowed,2.0,54.0,16.0,male,white
2000,retired,widowed,2.0,82.0,16.0,female,white
2000,retired,widowed,3.0,83.0,12.0,female,white
2000,retired,widowed,1.0,89.0,12.0,male,white
2000,retired,widowed,4.0,88.0,13.0,female,white
2000,retired,divorced,2.0,72.0,12.0,female,white
2000,retired,widowed,4.0,82.0,13.0,female,white
2000,retired,widowed,2.0,89.0,12.0,female,white
2000,working full time,married,1.0,34.0,17.0,female,white
2000,keeping house,married,5.0,55.0,12.0,female,black
2000,working full time,never married,0.0,37.0,12.0,male,white
2000,working full time,married,0.0,22.0,13.0,male,white
2000,working full time,never married,0.0,33.0,8.0,female,other
2000,"unemployed, laid off, looking for work",never married,0.0,37.0,16.0,male,white
2000,working full time,never married,0.0,43.0,14.0,male,white
2000,working full time,never married,0.0,29.0,16.0,male,white
2000,retired,never married,0.0,57.0,13.0,female,white
2000,working full time,married,0.0,31.0,16.0,female,white
2000,working full time,married,3.0,45.0,14.0,female,white
2000,"unemployed, laid off, looking for work",divorced,2.0,36.0,12.0,male,black
2000,other,never married,0.0,52.0,19.0,male,white
2000,working full time,never married,0.0,26.0,14.0,male,white
2000,working full time,never married,1.0,46.0,6.0,female,white
2000,working full time,married,3.0,65.0,18.0,male,white
2000,working part time,married,2.0,52.0,12.0,female,white
2000,working full time,married,3.0,56.0,16.0,female,white
2000,working full time,married,1.0,66.0,16.0,male,white
2000,working full time,never married,0.0,20.0,11.0,male,white
2000,working part time,married,2.0,64.0,16.0,female,white
2000,working full time,married,3.0,59.0,16.0,male,white
2000,keeping house,married,3.0,46.0,13.0,female,white
2000,working part time,married,0.0,26.0,15.0,male,other
2000,working full time,divorced,3.0,39.0,12.0,female,black
2000,working full time,divorced,2.0,51.0,12.0,female,white
2000,working full time,divorced,2.0,45.0,18.0,female,white
2000,keeping house,never married,0.0,23.0,16.0,female,white
2000,working full time,never married,0.0,21.0,15.0,female,white
2000,keeping house,married,2.0,26.0,17.0,female,white
2000,working full time,married,1.0,31.0,20.0,female,other
2000,working full time,never married,0.0,27.0,16.0,female,black
2000,retired,divorced,0.0,78.0,10.0,female,white
2000,working part time,never married,3.0,29.0,8.0,female,white
2000,keeping house,widowed,5.0,43.0,12.0,male,black
2000,working full time,divorced,3.0,61.0,14.0,female,white
2000,keeping house,married,3.0,33.0,7.0,female,white
2000,keeping house,never married,2.0,34.0,12.0,female,black
2000,keeping house,never married,0.0,89.0,10.0,female,white
2000,retired,widowed,1.0,83.0,10.0,female,black
2000,retired,widowed,1.0,78.0,7.0,female,black
2000,other,widowed,8.0,89.0,12.0,female,black
2000,retired,widowed,0.0,84.0,12.0,female,black
2000,keeping house,widowed,8.0,69.0,4.0,female,black
2000,working full time,never married,3.0,32.0,11.0,female,black
2000,other,widowed,8.0,76.0,9.0,female,black
2000,other,never married,1.0,41.0,13.0,female,black
2000,working full time,married,2.0,32.0,19.0,male,black
2000,working full time,never married,0.0,29.0,18.0,female,black
2000,working part time,married,3.0,40.0,13.0,female,black
2000,working part time,married,4.0,44.0,14.0,female,white
2000,retired,widowed,2.0,70.0,19.0,female,black
2000,"with a job, but not at work because of temporary illness, vacation, strike",married,4.0,40.0,15.0,male,black
2000,working part time,married,2.0,51.0,13.0,female,black
2000,retired,divorced,1.0,75.0,13.0,male,white
2000,working full time,never married,0.0,22.0,12.0,male,black
2000,working full time,separated,3.0,53.0,16.0,female,black
2000,working full time,never married,0.0,20.0,12.0,male,white
2000,retired,widowed,2.0,80.0,12.0,female,white
2000,retired,widowed,1.0,70.0,13.0,male,white
2000,working full time,married,1.0,45.0,14.0,male,white
2000,working full time,divorced,1.0,46.0,,female,white
2000,working full time,never married,0.0,24.0,16.0,male,white
2000,working full time,never married,0.0,51.0,13.0,male,white
2000,working full time,never married,0.0,32.0,14.0,male,white
2000,working full time,married,0.0,53.0,12.0,female,white
2000,working part time,married,3.0,52.0,18.0,female,white
2000,retired,widowed,3.0,83.0,16.0,male,white
2000,working full time,divorced,0.0,39.0,19.0,male,white
2000,working full time,married,2.0,47.0,19.0,male,white
2000,working full time,married,0.0,45.0,16.0,male,white
2000,keeping house,married,2.0,48.0,16.0,female,white
2000,working full time,married,1.0,50.0,16.0,male,other
2000,retired,widowed,2.0,78.0,13.0,male,white
2000,other,married,2.0,45.0,17.0,female,white
2000,working full time,divorced,2.0,56.0,16.0,male,white
2000,working full time,divorced,0.0,47.0,16.0,female,white
2000,retired,married,3.0,72.0,16.0,male,white
2000,working full time,never married,0.0,29.0,15.0,female,other
2000,working part time,married,0.0,26.0,16.0,male,white
2000,working full time,married,4.0,52.0,12.0,male,black
2000,working full time,separated,2.0,39.0,16.0,male,other
2000,working full time,married,2.0,30.0,16.0,female,other
2000,working full time,never married,2.0,48.0,9.0,female,black
2000,working full time,divorced,0.0,62.0,13.0,female,black
2000,working full time,divorced,2.0,57.0,12.0,female,white
2000,retired,separated,3.0,60.0,8.0,male,white
2000,keeping house,married,6.0,47.0,11.0,female,white
2000,other,widowed,3.0,55.0,11.0,female,white
2000,other,separated,3.0,43.0,13.0,female,white
2000,keeping house,divorced,5.0,31.0,10.0,female,white
2000,"unemployed, laid off, looking for work",married,3.0,44.0,8.0,male,white
2000,working full time,divorced,2.0,40.0,13.0,male,white
2000,keeping house,never married,2.0,25.0,13.0,female,white
2000,working full time,divorced,3.0,37.0,12.0,female,white
2000,working full time,divorced,3.0,56.0,8.0,male,white
2000,working full time,married,0.0,28.0,10.0,male,white
2000,keeping house,never married,2.0,36.0,11.0,male,black
2000,in school,never married,0.0,35.0,12.0,male,black
2000,working part time,never married,0.0,23.0,16.0,male,white
2000,working full time,married,0.0,30.0,15.0,male,white
2000,working full time,married,0.0,32.0,19.0,male,white
2000,working full time,divorced,2.0,50.0,14.0,female,black
2000,keeping house,widowed,3.0,38.0,12.0,female,black
2000,working full time,never married,0.0,31.0,16.0,female,white
2000,retired,widowed,0.0,82.0,8.0,female,black
2000,retired,divorced,7.0,73.0,12.0,female,white
2000,retired,separated,3.0,57.0,11.0,male,black
2000,retired,widowed,6.0,60.0,13.0,female,black
2000,retired,never married,0.0,76.0,7.0,male,white
2000,retired,widowed,1.0,70.0,11.0,female,black
2000,retired,widowed,1.0,87.0,7.0,female,black
2000,retired,widowed,6.0,70.0,9.0,female,white
2000,retired,widowed,1.0,78.0,9.0,female,white
2000,working full time,never married,4.0,32.0,14.0,female,black
2000,working full time,never married,4.0,58.0,12.0,female,black
2000,working full time,never married,5.0,29.0,12.0,female,black
2000,working full time,never married,1.0,39.0,16.0,female,black
2000,keeping house,never married,0.0,44.0,12.0,female,black
2000,working full time,never married,4.0,40.0,14.0,female,other
2000,keeping house,never married,4.0,36.0,11.0,female,other
2000,working full time,married,2.0,52.0,14.0,male,white
2000,working full time,married,1.0,41.0,12.0,female,white
2000,working full time,separated,1.0,48.0,13.0,female,black
2000,working full time,never married,1.0,33.0,14.0,male,white
2000,keeping house,widowed,2.0,65.0,12.0,female,white
2000,working full time,widowed,2.0,41.0,12.0,male,white
2000,working full time,married,6.0,58.0,20.0,male,white
2000,working full time,married,3.0,48.0,16.0,female,white
2000,keeping house,married,5.0,63.0,12.0,female,black
2000,working full time,married,3.0,43.0,12.0,female,white
2000,working part time,married,7.0,62.0,10.0,female,white
2000,working full time,never married,0.0,48.0,16.0,male,white
2000,working part time,married,1.0,49.0,16.0,male,white
2000,working full time,divorced,3.0,48.0,16.0,male,white
2000,working part time,never married,0.0,19.0,11.0,male,white
2000,other,married,2.0,70.0,12.0,male,white
2000,working full time,married,2.0,42.0,10.0,male,white
2000,working full time,married,1.0,36.0,14.0,female,white
2000,working full time,never married,0.0,30.0,12.0,male,white
2000,working part time,never married,0.0,32.0,14.0,male,white
2000,working full time,married,2.0,36.0,14.0,male,white
2000,other,married,4.0,38.0,12.0,male,white
2000,working full time,married,2.0,58.0,16.0,female,white
2000,keeping house,married,7.0,47.0,16.0,female,white
2000,working full time,married,2.0,55.0,12.0,female,white
2000,retired,married,2.0,72.0,19.0,male,white
2000,working full time,married,1.0,31.0,14.0,female,white
2000,"with a job, but not at work because of temporary illness, vacation, strike",married,2.0,45.0,13.0,male,white
2000,working part time,married,2.0,45.0,16.0,female,other
2000,retired,widowed,1.0,85.0,12.0,female,white
2000,working full time,widowed,1.0,48.0,16.0,male,black
2000,working full time,married,,50.0,,male,white
2000,working full time,married,2.0,50.0,,male,white
2000,working full time,married,2.0,51.0,20.0,male,white
2000,working full time,divorced,2.0,48.0,19.0,female,white
2000,working full time,married,1.0,45.0,,female,black
2000,working full time,married,2.0,39.0,16.0,male,white
2000,working full time,never married,0.0,38.0,19.0,male,white
2000,working full time,never married,0.0,40.0,17.0,male,white
2000,working part time,never married,0.0,33.0,16.0,female,white
2000,retired,divorced,1.0,56.0,8.0,male,white
2000,working full time,never married,0.0,67.0,20.0,male,white
2000,working full time,never married,0.0,43.0,13.0,female,black
2000,working full time,married,0.0,56.0,16.0,male,white
2000,keeping house,never married,8.0,48.0,11.0,female,black
2000,in school,separated,4.0,32.0,13.0,female,other
2000,in school,never married,0.0,23.0,11.0,female,black
2000,keeping house,never married,2.0,28.0,11.0,female,black
2000,working part time,divorced,2.0,48.0,15.0,female,black
2000,working part time,widowed,3.0,77.0,12.0,female,black
2000,keeping house,separated,3.0,38.0,11.0,female,black
2000,working full time,married,2.0,40.0,16.0,female,white
2000,working part time,married,3.0,39.0,16.0,female,white
2000,working full time,separated,0.0,30.0,19.0,male,white
2000,working full time,divorced,1.0,45.0,12.0,male,white
2000,working part time,divorced,0.0,52.0,17.0,male,white
2000,working full time,never married,0.0,53.0,14.0,female,white
2000,retired,married,2.0,53.0,13.0,female,white
2000,"with a job, but not at work because of temporary illness, vacation, strike",married,0.0,39.0,17.0,female,white
2000,retired,married,1.0,78.0,12.0,female,white
2000,working full time,married,2.0,41.0,12.0,male,white
2000,keeping house,married,2.0,30.0,19.0,female,white
2000,working full time,never married,0.0,20.0,9.0,male,white
2000,working full time,never married,1.0,26.0,12.0,female,white
2000,working full time,never married,0.0,21.0,10.0,male,white
2000,keeping house,married,2.0,31.0,12.0,female,white
2000,working full time,married,2.0,32.0,13.0,male,other
2000,working full time,separated,2.0,45.0,18.0,female,white
2000,working full time,married,1.0,28.0,15.0,female,white
2000,working full time,never married,0.0,21.0,13.0,female,white
2000,working full time,married,2.0,36.0,13.0,male,white
2000,working part time,never married,0.0,35.0,14.0,female,white
2000,"with a job, but not at work because of temporary illness, vacation, strike",divorced,2.0,38.0,12.0,female,white
2000,working full time,never married,0.0,,18.0,female,white
2000,in school,never married,0.0,28.0,16.0,male,white
2000,other,never married,3.0,62.0,8.0,male,white
2000,working full time,married,1.0,53.0,12.0,female,white
2000,working full time,married,2.0,27.0,12.0,male,other
2000,working full time,never married,0.0,45.0,15.0,male,white
2000,working full time,married,2.0,46.0,16.0,male,white
2000,retired,widowed,4.0,82.0,14.0,female,white
2000,working full time,married,0.0,56.0,12.0,male,white
2000,keeping house,never married,0.0,42.0,13.0,female,white
2000,retired,divorced,2.0,66.0,10.0,female,white
2000,working full time,married,4.0,36.0,9.0,male,other
2000,working full time,separated,0.0,49.0,20.0,male,white
2000,working part time,married,2.0,72.0,18.0,female,white
2000,keeping house,married,1.0,53.0,13.0,female,white
2000,keeping house,married,3.0,42.0,18.0,female,white
2000,retired,widowed,3.0,79.0,19.0,male,white
2000,keeping house,married,2.0,50.0,14.0,female,white
2000,"unemployed, laid off, looking for work",widowed,3.0,50.0,12.0,female,other
2000,working full time,married,2.0,32.0,12.0,male,white
2000,working part time,never married,0.0,20.0,14.0,female,other
2000,working full time,married,0.0,51.0,12.0,male,white
2000,working full time,married,3.0,35.0,11.0,male,other
2000,working full time,married,2.0,54.0,14.0,male,other
2000,working part time,widowed,6.0,65.0,16.0,female,white
2000,keeping house,married,1.0,36.0,14.0,female,white
2000,working full time,married,1.0,48.0,17.0,female,white
2000,in school,married,3.0,54.0,14.0,female,white
2000,retired,divorced,2.0,62.0,14.0,female,white
2000,working full time,never married,0.0,51.0,14.0,male,white
2000,keeping house,married,2.0,38.0,16.0,female,white
2000,retired,married,3.0,85.0,8.0,male,white
2000,retired,divorced,0.0,67.0,16.0,male,white
2000,working part time,married,1.0,48.0,12.0,female,white
2000,working full time,never married,1.0,29.0,15.0,male,white
2000,working full time,separated,2.0,64.0,12.0,male,white
2000,working full time,divorced,1.0,26.0,13.0,male,white
2000,retired,widowed,3.0,72.0,12.0,female,white
2000,working full time,married,3.0,58.0,12.0,male,white
2000,keeping house,separated,2.0,45.0,11.0,female,white
2000,working full time,widowed,0.0,49.0,16.0,female,white
2000,"with a job, but not at work because of temporary illness, vacation, strike",married,0.0,47.0,17.0,male,white
2000,keeping house,never married,1.0,19.0,12.0,male,white
2000,working full time,never married,0.0,37.0,13.0,female,white
2000,keeping house,married,3.0,24.0,12.0,female,black
2000,working full time,married,1.0,43.0,16.0,male,black
2000,working full time,never married,0.0,29.0,18.0,male,white
2000,working full time,never married,0.0,26.0,19.0,male,other
2000,working full time,divorced,3.0,38.0,12.0,female,black
2000,working part time,widowed,5.0,60.0,11.0,female,black
2000,keeping house,separated,3.0,48.0,14.0,female,black
2000,retired,divorced,1.0,61.0,8.0,female,black
2000,keeping house,widowed,4.0,59.0,11.0,female,black
2000,keeping house,never married,6.0,59.0,12.0,female,black
2000,keeping house,never married,5.0,31.0,11.0,female,black
2000,working part time,never married,8.0,34.0,10.0,female,black
2000,working full time,married,2.0,,18.0,male,black
2000,working part time,married,2.0,32.0,12.0,male,black
2000,in school,never married,0.0,18.0,12.0,female,black
2000,working full time,never married,4.0,32.0,12.0,male,black
2000,working full time,never married,0.0,42.0,15.0,male,black
2000,working part time,divorced,2.0,38.0,12.0,female,black
2000,working full time,never married,1.0,25.0,12.0,male,black
2000,"with a job, but not at work because of temporary illness, vacation, strike",divorced,3.0,54.0,12.0,female,black
2000,working full time,married,8.0,47.0,8.0,male,black
2000,working full time,never married,0.0,31.0,13.0,male,black
2000,working full time,separated,0.0,40.0,16.0,female,black
2000,working full time,separated,1.0,60.0,14.0,female,black
2000,keeping house,never married,0.0,34.0,14.0,female,white
2000,keeping house,never married,1.0,43.0,11.0,female,black
2000,working full time,divorced,2.0,28.0,13.0,male,black
2000,working part time,never married,4.0,34.0,14.0,female,black
2000,working full time,never married,2.0,44.0,12.0,female,black
2000,keeping house,never married,1.0,22.0,12.0,female,black
2000,keeping house,never married,4.0,24.0,12.0,female,black
2000,working full time,divorced,4.0,31.0,8.0,female,black
2000,working full time,divorced,3.0,45.0,12.0,male,white
2000,retired,married,3.0,71.0,16.0,female,white
2000,retired,married,5.0,65.0,16.0,male,white
2000,keeping house,married,2.0,40.0,12.0,female,white
2000,working part time,married,1.0,59.0,18.0,male,white
2000,working full time,married,0.0,38.0,16.0,female,white
2000,working full time,divorced,4.0,73.0,18.0,female,white
2000,working full time,married,1.0,31.0,18.0,female,white
2000,"with a job, but not at work because of temporary illness, vacation, strike",married,3.0,44.0,16.0,female,white
2000,working part time,married,1.0,34.0,16.0,female,white
2000,working full time,never married,0.0,26.0,16.0,female,white
2000,working full time,married,0.0,38.0,13.0,male,black
2000,working full time,never married,0.0,29.0,16.0,female,white
2000,working part time,never married,0.0,36.0,19.0,male,other
2000,working full time,married,0.0,32.0,20.0,male,white
2000,other,married,2.0,26.0,14.0,female,white
2000,working full time,married,3.0,47.0,20.0,male,white
2000,working full time,divorced,0.0,37.0,20.0,female,white
2000,working full time,never married,0.0,37.0,16.0,male,other
2000,working full time,married,3.0,35.0,13.0,male,white
2000,retired,married,2.0,68.0,17.0,male,white
2000,working full time,married,0.0,26.0,16.0,female,white
2000,retired,never married,0.0,84.0,20.0,male,white
2000,working part time,never married,0.0,23.0,15.0,male,other
2000,working full time,never married,0.0,22.0,12.0,male,white
2000,working full time,married,2.0,42.0,12.0,male,white
2000,working full time,widowed,1.0,53.0,12.0,female,white
2000,working full time,married,1.0,43.0,11.0,male,white
2000,working full time,married,2.0,49.0,14.0,male,white
2000,retired,widowed,3.0,74.0,12.0,male,white
2000,working part time,married,4.0,47.0,16.0,female,white
2000,working full time,married,2.0,37.0,14.0,male,white
2000,working full time,married,0.0,42.0,14.0,male,white
2000,working part time,never married,0.0,18.0,11.0,male,white
2000,in school,never married,0.0,22.0,14.0,female,white
2000,working full time,married,4.0,51.0,20.0,male,white
2000,working full time,married,1.0,30.0,12.0,male,white
2000,working full time,married,3.0,59.0,14.0,male,white
2000,working full time,married,2.0,52.0,12.0,male,white
2000,working part time,married,3.0,58.0,10.0,female,white
2000,working full time,never married,0.0,40.0,14.0,male,white
2000,working part time,married,1.0,63.0,14.0,male,white
2000,working full time,married,0.0,56.0,12.0,female,white
2000,working full time,never married,0.0,25.0,16.0,male,white
2000,working full time,never married,0.0,28.0,12.0,female,black
2000,retired,widowed,1.0,67.0,13.0,female,white
2000,keeping house,married,2.0,37.0,12.0,female,white
2000,retired,married,4.0,72.0,12.0,male,other
2000,working part time,married,2.0,54.0,12.0,female,white
2000,in school,never married,0.0,19.0,11.0,male,white
2000,"with a job, but not at work because of temporary illness, vacation, strike",married,3.0,44.0,13.0,female,other
2000,working full time,married,3.0,42.0,16.0,male,white
2000,working full time,never married,0.0,19.0,13.0,male,white
